x,t,u_fem,u_pinn,error
0.9797979797979799,0.12121212121212122,0.07669714053117638,0.07922072976973421,0.002523589238557833
0.98989898989899,0.12121212121212122,0.04098577062715603,0.04246659216979515,0.0014808215426391144
1.0,0.12121212121212122,0.0,1.7614768145165537e-16,1.7614768145165537e-16
0.0,0.13131313131313133,0.0,0.0,0.0
0.010101010101010102,0.13131313131313133,0.035389508548532726,0.03777613514333271,0.002386626594799983
0.020202020202020204,0.13131313131313133,0.0664991433701588,0.07051135212523801,0.004012208755079211
0.030303030303030304,0.13131313131313133,0.09421314912059395,0.09925616385350586,0.00504301473291191
0.04040404040404041,0.13131313131313133,0.11915718516153435,0.12460404410016322,0.005446858938628868
0.05050505050505051,0.13131313131313133,0.14176910788862496,0.146953732075459,0.005184624186834047
0.06060606060606061,0.13131313131313133,0.162359411553663,0.16669664208340157,0.004337230529738556
0.07070707070707072,0.13131313131313133,0.18115516471789805,0.1841816492570503,0.0030264845391522466
0.08080808080808081,0.13131313131313133,0.19833010626553843,0.1997419650287332,0.0014118587631947732
0.09090909090909091,0.13131313131313133,0.21402405174527595,0.21370194625989317,0.0003221054853827787
0.10101010101010102,0.13131313131313133,0.23106460528817083,0.22634044775829115,0.0047241575298796745
0.11111111111111112,0.13131313131313133,0.24388456531928018,0.23791862762974647,0.005965937689533712
0.12121212121212122,0.13131313131313133,0.2555377996888812,0.248689537212808,0.006848262476073175
0.13131313131313133,0.13131313131313133,0.26609424072310073,0.25877498489919715,0.007319255823903581
0.14141414141414144,0.13131313131313133,0.27561159604282937,0.268169381582814,0.007442214460015362
0.15151515151515152,0.13131313131313133,0.28413506003648054,0.27679829337122575,0.00733676666525479
0.16161616161616163,0.13131313131313133,0.29169610968496906,0.28468196990214534,0.007014139782823725
0.17171717171717174,0.13131313131313133,0.29825267755958385,0.2922576131025446,0.005995064457039234
0.18181818181818182,0.13131313131313133,0.3051373041623831,0.30039227215027453,0.004745032012108574
0.19191919191919193,0.13131313131313133,0.31479874684121195,0.31043218718293825,0.004366559658273705
0.20202020202020204,0.13131313131313133,0.3284802755226045,0.32428885223729276,0.004191423285311746
0.21212121212121213,0.13131313131313133,0.34761040991406594,0.34435520782983225,0.003255202084233688
